TimePeriodLabel,date,cases,deaths,newcases,newdeaths,Indicator,Group,State,Subgroup,Phase,TimePeriod,TimePeriodStartDate,TimePeriodEndDate,Value,LowCI,HighCI,ConfidenceInterval,QuartileRange,SymptomType,Subgroup2
June 18 - June 23,6/22/2020,2324879,120334,30466,360,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,25.6,25,26.3,25.0 - 26.3,,Depressive,United States
June 18 - June 23,6/22/2020,2324879,120334,30466,360,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,31.2,30.5,32,30.5 - 32.0,,Anxiety,United States
June 18 - June 23,6/22/2020,2324879,120334,30466,360,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,36.1,35.4,36.9,35.4 - 36.9,,Anxiety or Depressive,United States
June 18 - June 23,6/23/2020,2359939,121167,35060,833,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,25.6,25,26.3,25.0 - 26.3,,Depressive,United States
June 18 - June 23,6/23/2020,2359939,121167,35060,833,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,31.2,30.5,32,30.5 - 32.0,,Anxiety,United States
June 18 - June 23,6/23/2020,2359939,121167,35060,833,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,36.1,35.4,36.9,35.4 - 36.9,,Anxiety or Depressive,United States
June 18 - June 23,6/24/2020,2396928,121934,36989,767,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,25.6,25,26.3,25.0 - 26.3,,Depressive,United States
June 18 - June 23,6/24/2020,2396928,121934,36989,767,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,31.2,30.5,32,30.5 - 32.0,,Anxiety,United States
June 18 - June 23,6/24/2020,2396928,121934,36989,767,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,36.1,35.4,36.9,35.4 - 36.9,,Anxiety or Depressive,United States
June 18 - June 23,6/20/2020,2268034,119717,32025,546,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,25.6,25,26.3,25.0 - 26.3,,Depressive,United States
June 18 - June 23,6/20/2020,2268034,119717,32025,546,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,31.2,30.5,32,30.5 - 32.0,,Anxiety,United States
June 18 - June 23,6/20/2020,2268034,119717,32025,546,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,36.1,35.4,36.9,35.4 - 36.9,,Anxiety or Depressive,United States
June 18 - June 23,6/18/2020,2205173,118473,28059,727,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,25.6,25,26.3,25.0 - 26.3,,Depressive,United States
June 18 - June 23,6/18/2020,2205173,118473,28059,727,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,31.2,30.5,32,30.5 - 32.0,,Anxiety,United States
June 18 - June 23,6/18/2020,2205173,118473,28059,727,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,36.1,35.4,36.9,35.4 - 36.9,,Anxiety or Depressive,United States
June 18 - June 23,6/19/2020,2236009,119171,30836,698,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,25.6,25,26.3,25.0 - 26.3,,Depressive,United States
June 18 - June 23,6/19/2020,2236009,119171,30836,698,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,31.2,30.5,32,30.5 - 32.0,,Anxiety,United States
June 18 - June 23,6/19/2020,2236009,119171,30836,698,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,8,6/18/2020 0:00,6/23/2020 0:00,36.1,35.4,36.9,35.4 - 36.9,,Anxiety or Depressive,United States
June 25 - June 30,6/26/2020,2483629,125033,45528,633,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,33,32.3,33.6,32.3 - 33.6,,Anxiety,United States
June 25 - June 30,6/26/2020,2483629,125033,45528,633,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,37.8,37,38.5,37.0 - 38.5,,Anxiety or Depressive,United States
June 25 - June 30,6/26/2020,2483629,125033,45528,633,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,26.9,26.1,27.7,26.1 - 27.7,,Depressive,United States
June 25 - June 30,6/25/2020,2438101,124400,41173,2466,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,33,32.3,33.6,32.3 - 33.6,,Anxiety,United States
June 25 - June 30,6/25/2020,2438101,124400,41173,2466,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,37.8,37,38.5,37.0 - 38.5,,Anxiety or Depressive,United States
June 25 - June 30,6/25/2020,2438101,124400,41173,2466,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,26.9,26.1,27.7,26.1 - 27.7,,Depressive,United States
June 25 - June 30,6/30/2020,2653321,127462,48389,1300,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,33,32.3,33.6,32.3 - 33.6,,Anxiety,United States
June 25 - June 30,6/30/2020,2653321,127462,48389,1300,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,37.8,37,38.5,37.0 - 38.5,,Anxiety or Depressive,United States
June 25 - June 30,6/30/2020,2653321,127462,48389,1300,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,26.9,26.1,27.7,26.1 - 27.7,,Depressive,United States
June 25 - June 30,6/27/2020,2525928,125544,42299,511,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,33,32.3,33.6,32.3 - 33.6,,Anxiety,United States
June 25 - June 30,6/27/2020,2525928,125544,42299,511,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,37.8,37,38.5,37.0 - 38.5,,Anxiety or Depressive,United States
June 25 - June 30,6/27/2020,2525928,125544,42299,511,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,26.9,26.1,27.7,26.1 - 27.7,,Depressive,United States
June 25 - June 30,6/28/2020,2565436,125815,39508,271,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,33,32.3,33.6,32.3 - 33.6,,Anxiety,United States
June 25 - June 30,6/28/2020,2565436,125815,39508,271,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,37.8,37,38.5,37.0 - 38.5,,Anxiety or Depressive,United States
June 25 - June 30,6/28/2020,2565436,125815,39508,271,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,26.9,26.1,27.7,26.1 - 27.7,,Depressive,United States
June 25 - June 30,6/29/2020,2604932,126162,39496,347,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,33,32.3,33.6,32.3 - 33.6,,Anxiety,United States
June 25 - June 30,6/29/2020,2604932,126162,39496,347,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,37.8,37,38.5,37.0 - 38.5,,Anxiety or Depressive,United States
June 25 - June 30,6/29/2020,2604932,126162,39496,347,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,26.9,26.1,27.7,26.1 - 27.7,,Depressive,United States
June 25 - June 30,7/1/2020,2703296,128104,49975,642,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,33,32.3,33.6,32.3 - 33.6,,Anxiety,United States
June 25 - June 30,7/1/2020,2703296,128104,49975,642,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,37.8,37,38.5,37.0 - 38.5,,Anxiety or Depressive,United States
June 25 - June 30,7/1/2020,2703296,128104,49975,642,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,9,6/25/2020 0:00,6/30/2020 0:00,26.9,26.1,27.7,26.1 - 27.7,,Depressive,United States
June 4 - June 9,6/4/2020,1883593,108192,21616,1008,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,25.8,25,26.7,25.0 - 26.7,,Depressive,United States
June 4 - June 9,6/4/2020,1883593,108192,21616,1008,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,31.1,30.2,32.1,30.2 - 32.1,,Anxiety,United States
June 4 - June 9,6/4/2020,1883593,108192,21616,1008,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,36.1,35.2,37,35.2 - 37.0,,Anxiety or Depressive,United States
June 4 - June 9,6/8/2020,1971641,111144,18207,722,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,25.8,25,26.7,25.0 - 26.7,,Depressive,United States
June 4 - June 9,6/8/2020,1971641,111144,18207,722,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,31.1,30.2,32.1,30.2 - 32.1,,Anxiety,United States
June 4 - June 9,6/8/2020,1971641,111144,18207,722,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,36.1,35.2,37,35.2 - 37.0,,Anxiety or Depressive,United States
June 4 - June 9,6/9/2020,1990446,112174,18805,1030,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,25.8,25,26.7,25.0 - 26.7,,Depressive,United States
June 4 - June 9,6/9/2020,1990446,112174,18805,1030,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,31.1,30.2,32.1,30.2 - 32.1,,Anxiety,United States
June 4 - June 9,6/9/2020,1990446,112174,18805,1030,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,36.1,35.2,37,35.2 - 37.0,,Anxiety or Depressive,United States
June 4 - June 9,6/10/2020,2013298,113103,22852,929,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,25.8,25,26.7,25.0 - 26.7,,Depressive,United States
June 4 - June 9,6/10/2020,2013298,113103,22852,929,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,31.1,30.2,32.1,30.2 - 32.1,,Anxiety,United States
June 4 - June 9,6/10/2020,2013298,113103,22852,929,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,36.1,35.2,37,35.2 - 37.0,,Anxiety or Depressive,United States
June 4 - June 9,6/6/2020,1934818,110032,22516,728,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,25.8,25,26.7,25.0 - 26.7,,Depressive,United States
June 4 - June 9,6/6/2020,1934818,110032,22516,728,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,31.1,30.2,32.1,30.2 - 32.1,,Anxiety,United States
June 4 - June 9,6/6/2020,1934818,110032,22516,728,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,36.1,35.2,37,35.2 - 37.0,,Anxiety or Depressive,United States
June 4 - June 9,6/7/2020,1953434,110422,18616,390,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,25.8,25,26.7,25.0 - 26.7,,Depressive,United States
June 4 - June 9,6/7/2020,1953434,110422,18616,390,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,31.1,30.2,32.1,30.2 - 32.1,,Anxiety,United States
June 4 - June 9,6/7/2020,1953434,110422,18616,390,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,36.1,35.2,37,35.2 - 37.0,,Anxiety or Depressive,United States
June 4 - June 9,6/5/2020,1912302,109304,28709,1112,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,25.8,25,26.7,25.0 - 26.7,,Depressive,United States
June 4 - June 9,6/5/2020,1912302,109304,28709,1112,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,31.1,30.2,32.1,30.2 - 32.1,,Anxiety,United States
June 4 - June 9,6/5/2020,1912302,109304,28709,1112,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,6,6/4/2020 0:00,6/9/2020 0:00,36.1,35.2,37,35.2 - 37.0,,Anxiety or Depressive,United States
May 14 - May 19,5/14/2020,1424856,85906,26962,1738,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,24.4,23.7,25.2,23.7 - 25.2,,Depressive,United States
May 14 - May 19,5/14/2020,1424856,85906,26962,1738,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,28.2,27.6,28.9,27.6 - 28.9,,Anxiety,United States
May 14 - May 19,5/14/2020,1424856,85906,26962,1738,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,33.9,33.1,34.7,33.1 - 34.7,,Anxiety or Depressive,United States
May 14 - May 19,5/15/2020,1451093,87499,26237,1593,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,24.4,23.7,25.2,23.7 - 25.2,,Depressive,United States
May 14 - May 19,5/15/2020,1451093,87499,26237,1593,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,28.2,27.6,28.9,27.6 - 28.9,,Anxiety,United States
May 14 - May 19,5/15/2020,1451093,87499,26237,1593,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,33.9,33.1,34.7,33.1 - 34.7,,Anxiety or Depressive,United States
May 14 - May 19,5/16/2020,1474752,88724,23659,1225,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,24.4,23.7,25.2,23.7 - 25.2,,Depressive,United States
May 14 - May 19,5/16/2020,1474752,88724,23659,1225,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,28.2,27.6,28.9,27.6 - 28.9,,Anxiety,United States
May 14 - May 19,5/16/2020,1474752,88724,23659,1225,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,33.9,33.1,34.7,33.1 - 34.7,,Anxiety or Depressive,United States
May 14 - May 19,5/17/2020,1493766,89568,19014,844,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,24.4,23.7,25.2,23.7 - 25.2,,Depressive,United States
May 14 - May 19,5/17/2020,1493766,89568,19014,844,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,28.2,27.6,28.9,27.6 - 28.9,,Anxiety,United States
May 14 - May 19,5/17/2020,1493766,89568,19014,844,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,33.9,33.1,34.7,33.1 - 34.7,,Anxiety or Depressive,United States
May 14 - May 19,5/18/2020,1515593,90414,21827,846,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,24.4,23.7,25.2,23.7 - 25.2,,Depressive,United States
May 14 - May 19,5/18/2020,1515593,90414,21827,846,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,28.2,27.6,28.9,27.6 - 28.9,,Anxiety,United States
May 14 - May 19,5/18/2020,1515593,90414,21827,846,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,33.9,33.1,34.7,33.1 - 34.7,,Anxiety or Depressive,United States
May 14 - May 19,5/19/2020,1536570,91934,20977,1520,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,24.4,23.7,25.2,23.7 - 25.2,,Depressive,United States
May 14 - May 19,5/19/2020,1536570,91934,20977,1520,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,28.2,27.6,28.9,27.6 - 28.9,,Anxiety,United States
May 14 - May 19,5/19/2020,1536570,91934,20977,1520,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,33.9,33.1,34.7,33.1 - 34.7,,Anxiety or Depressive,United States
May 14 - May 19,5/20/2020,1559640,93411,23070,1477,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,24.4,23.7,25.2,23.7 - 25.2,,Depressive,United States
May 14 - May 19,5/20/2020,1559640,93411,23070,1477,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,28.2,27.6,28.9,27.6 - 28.9,,Anxiety,United States
May 14 - May 19,5/20/2020,1559640,93411,23070,1477,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,3,5/14/2020 0:00,5/19/2020 0:00,33.9,33.1,34.7,33.1 - 34.7,,Anxiety or Depressive,United States
May 21 - May 26,5/21/2020,1585373,94722,25733,1311,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,24.9,24.1,25.7,24.1 - 25.7,,Depressive,United States
May 21 - May 26,5/21/2020,1585373,94722,25733,1311,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,34.3,33.6,35.1,33.6 - 35.1,,Anxiety or Depressive,United States
May 21 - May 26,5/21/2020,1585373,94722,25733,1311,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,29.4,28.8,30.1,28.8 - 30.1,,Anxiety,United States
May 21 - May 26,5/27/2020,1708211,100422,18744,1485,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,24.9,24.1,25.7,24.1 - 25.7,,Depressive,United States
May 21 - May 26,5/27/2020,1708211,100422,18744,1485,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,34.3,33.6,35.1,33.6 - 35.1,,Anxiety or Depressive,United States
May 21 - May 26,5/27/2020,1708211,100422,18744,1485,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,29.4,28.8,30.1,28.8 - 30.1,,Anxiety,United States
May 21 - May 26,5/22/2020,1609172,96010,23799,1288,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,24.9,24.1,25.7,24.1 - 25.7,,Depressive,United States
May 21 - May 26,5/22/2020,1609172,96010,23799,1288,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,34.3,33.6,35.1,33.6 - 35.1,,Anxiety or Depressive,United States
May 21 - May 26,5/22/2020,1609172,96010,23799,1288,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,29.4,28.8,30.1,28.8 - 30.1,,Anxiety,United States
May 21 - May 26,5/23/2020,1631440,97060,22268,1050,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,24.9,24.1,25.7,24.1 - 25.7,,Depressive,United States
May 21 - May 26,5/23/2020,1631440,97060,22268,1050,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,34.3,33.6,35.1,33.6 - 35.1,,Anxiety or Depressive,United States
May 21 - May 26,5/23/2020,1631440,97060,22268,1050,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,29.4,28.8,30.1,28.8 - 30.1,,Anxiety,United States
May 21 - May 26,5/24/2020,1651471,97680,20031,620,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,24.9,24.1,25.7,24.1 - 25.7,,Depressive,United States
May 21 - May 26,5/24/2020,1651471,97680,20031,620,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,34.3,33.6,35.1,33.6 - 35.1,,Anxiety or Depressive,United States
May 21 - May 26,5/24/2020,1651471,97680,20031,620,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,29.4,28.8,30.1,28.8 - 30.1,,Anxiety,United States
May 21 - May 26,5/25/2020,1670571,98190,19100,510,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,24.9,24.1,25.7,24.1 - 25.7,,Depressive,United States
May 21 - May 26,5/25/2020,1670571,98190,19100,510,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,34.3,33.6,35.1,33.6 - 35.1,,Anxiety or Depressive,United States
May 21 - May 26,5/25/2020,1670571,98190,19100,510,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,29.4,28.8,30.1,28.8 - 30.1,,Anxiety,United States
May 21 - May 26,5/26/2020,1689467,98937,18896,747,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,24.9,24.1,25.7,24.1 - 25.7,,Depressive,United States
May 21 - May 26,5/26/2020,1689467,98937,18896,747,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,34.3,33.6,35.1,33.6 - 35.1,,Anxiety or Depressive,United States
May 21 - May 26,5/26/2020,1689467,98937,18896,747,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,4,5/21/2020 0:00,5/26/2020 0:00,29.4,28.8,30.1,28.8 - 30.1,,Anxiety,United States
May 28 - June 2,5/29/2020,1755271,102812,24548,1190,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,35.5,34.8,36.1,34.8 - 36.1,,Anxiety or Depressive,United States
May 28 - June 2,5/29/2020,1755271,102812,24548,1190,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,30.6,30,31.2,30.0 - 31.2,,Anxiety,United States
May 28 - June 2,5/29/2020,1755271,102812,24548,1190,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,25.3,24.7,25.8,24.7 - 25.8,,Depressive,United States
May 28 - June 2,5/30/2020,1778668,103775,23397,963,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,35.5,34.8,36.1,34.8 - 36.1,,Anxiety or Depressive,United States
May 28 - June 2,5/30/2020,1778668,103775,23397,963,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,30.6,30,31.2,30.0 - 31.2,,Anxiety,United States
May 28 - June 2,5/30/2020,1778668,103775,23397,963,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,25.3,24.7,25.8,24.7 - 25.8,,Depressive,United States
May 28 - June 2,5/31/2020,1799302,104379,20634,604,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,35.5,34.8,36.1,34.8 - 36.1,,Anxiety or Depressive,United States
May 28 - June 2,5/31/2020,1799302,104379,20634,604,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,30.6,30,31.2,30.0 - 31.2,,Anxiety,United States
May 28 - June 2,5/31/2020,1799302,104379,20634,604,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,25.3,24.7,25.8,24.7 - 25.8,,Depressive,United States
May 28 - June 2,5/28/2020,1730723,101622,22512,1200,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,35.5,34.8,36.1,34.8 - 36.1,,Anxiety or Depressive,United States
May 28 - June 2,5/28/2020,1730723,101622,22512,1200,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,30.6,30,31.2,30.0 - 31.2,,Anxiety,United States
May 28 - June 2,5/28/2020,1730723,101622,22512,1200,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,25.3,24.7,25.8,24.7 - 25.8,,Depressive,United States
May 28 - June 2,6/2/2020,1841990,106195,20791,1082,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,35.5,34.8,36.1,34.8 - 36.1,,Anxiety or Depressive,United States
May 28 - June 2,6/2/2020,1841990,106195,20791,1082,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,30.6,30,31.2,30.0 - 31.2,,Anxiety,United States
May 28 - June 2,6/2/2020,1841990,106195,20791,1082,Symptoms of Depressive Disorder,National Estimate,United States,United States,1,5,5/28/2020 0:00,6/2/2020 0:00,25.3,24.7,25.8,24.7 - 25.8,,Depressive,United States
